TrainingSlot,ValidationSlot,Sensor,Min,Max,Std,Avg,
4,4,TV,5295,16456,"1,807.36","8,780.53",1
16,16,TV,6151,14442,"1,775.99","8,948.80",1
40,40,TV,5732,17361,"1,905.10","9,068.60",1
26,26,BI,6144,14483,"1,435.04","9,094.95",1
1,1,BI,6186,17052,"1,542.17","9,156.03",1
28,28,TV,5327,15931,"2,140.28","9,177.47",1
25,25,BI,6284,15367,"1,541.65","9,185.98",1
37,37,BI,5829,14350,"1,477.67","9,224.77",1
3,3,TV,6184,16332,"1,485.49","9,241.31",1
14,14,BI,6928,15981,"1,457.39","9,268.35",1
4,4,TI,5687,14403,"1,473.55","9,280.53",1
2,2,BI,6433,14728,"1,357.92","9,293.49",1
37,37,RI,6746,13962,"1,317.12","9,328.26",1
1,1,RV,6634,15129,"1,374.02","9,367.86",1
2,2,RV,6663,13084,"1,321.91","9,370.83",1
38,38,TV,6205,14448,"1,584.59","9,466.16",1
27,27,BI,6836,18592,"1,712.48","9,490.49",1
38,38,BI,6203,16254,"1,469.58","9,524.07",1
1,1,LV,6577,14662,"1,217.06","9,529.85",1
3,3,BI,6506,32444,"2,201.54","9,539.16",1
2,2,LV,6052,14407,"1,349.04","9,548.06",1
37,37,TV,7233,13920,"1,273.17","9,580.02",1
28,28,TI,5778,14908,"1,564.56","9,582.71",1
25,25,RV,6131,15934,"1,498.08","9,584.87",1
38,38,LI,5961,17975,"1,897.62","9,598.38",1
1,1,TV,5841,16140,"1,531.90","9,610.99",1
26,26,TV,6153,19078,"1,685.94","9,611.88",1
2,2,LI,6498,15576,"1,586.62","9,613.56",1
28,28,BI,5976,18446,"2,153.63","9,623.14",1
13,13,BI,6364,18888,"1,996.33","9,623.34",1
39,39,TV,6395,22933,"1,692.38","9,637.98",1
40,40,TI,6239,15239,"1,616.11","9,667.51",1
14,14,LI,5635,18520,"2,334.81","9,672.46",1
25,25,TV,6980,14981,"1,411.70","9,681.94",1
14,14,RV,6371,14810,"1,597.02","9,686.18",1
27,27,TV,6250,45505,"2,854.60","9,690.52",1
4,4,BI,6133,17624,"1,852.02","9,707.45",1
37,37,RV,6670,16929,"1,765.05","9,727.46",1
38,38,LV,5105,16240,"1,750.46","9,730.11",1
25,25,RI,6882,14844,"1,397.39","9,733.58",1
16,16,TI,6571,21106,"1,735.27","9,737.21",1
14,14,TV,5841,24984,"2,547.04","9,741.83",1
27,27,RV,6309,25622,"1,779.01","9,747.84",1
3,3,LV,7040,14512,"1,257.05","9,748.24",1
2,2,TV,6629,20450,"1,754.24","9,754.41",1
26,26,LI,6435,22453,"2,177.28","9,764.61",1
1,1,RI,6970,15177,"1,445.90","9,766.58",1
38,38,RV,6352,16037,"1,763.40","9,766.93",1
13,13,TV,5754,19477,"1,913.64","9,767.94",1
4,4,RI,6176,15719,"1,673.41","9,768.37",1
15,15,BI,6832,16424,"1,547.06","9,772.55",1
38,38,RI,6260,15881,"1,560.80","9,778.76",1
15,15,RV,6124,18079,"1,600.29","9,797.89",1
37,37,LI,5616,15714,"1,665.91","9,812.25",1
25,25,LV,6801,16346,"1,489.63","9,832.62",1
26,26,BV,6406,15116,"1,575.62","9,837.31",1
40,40,RV,5855,17227,"2,138.28","9,842.37",1
39,39,RV,6498,28911,"1,815.88","9,844.24",1
40,40,RI,6607,16842,"1,830.05","9,863.46",1
26,26,RV,6549,18311,"1,869.82","9,890.60",1
26,26,RI,6810,14766,"1,452.41","9,896.61",1
39,39,LV,6026,39498,"2,837.97","9,897.11",1
1,1,LI,7342,16771,"1,728.53","9,906.54",1
3,3,RV,7082,15249,"1,532.57","9,912.55",1
37,37,LV,6139,19611,"1,831.56","9,913.00",1
25,25,BV,6739,15084,"1,552.50","9,915.63",1
28,28,RI,6172,16891,"2,072.98","9,935.00",1
3,3,LI,6557,16604,"1,794.09","9,942.64",1
28,28,RV,6321,17290,"2,073.42","9,944.08",1
13,13,RV,7269,16880,"1,586.29","9,944.49",1
25,25,LI,6480,15227,"1,741.18","9,945.36",1
39,39,BI,6310,26769,"1,997.44","9,965.72",1
38,38,BV,6454,15392,"1,608.31","9,968.92",1
16,16,BI,6735,18461,"1,802.39","9,969.24",1
27,27,TI,6245,21032,"1,810.99","9,973.03",1
28,28,LV,6233,29446,"2,450.86","9,981.62",1
27,27,LI,6339,19118,"1,995.23","9,988.93",1
37,37,BV,6931,19600,"1,561.65","9,992.82",1
13,13,LV,6513,17675,"1,698.87","9,993.66",1
27,27,LV,6546,38287,"2,567.69","9,994.12",1
26,26,LV,6144,17560,"1,696.23","10,002.80",1
40,40,BI,6386,17664,"2,094.22","10,004.55",1
15,15,LI,6700,15504,"1,697.57","10,008.09",1
2,2,TI,6362,15815,"1,750.52","10,011.98",1
15,15,LV,7105,19771,"1,684.15","10,012.58",1
2,2,RI,7031,17208,"1,504.97","10,023.74",1
13,13,RI,6502,16884,"1,532.61","10,034.47",1
14,14,TI,7150,16867,"1,750.36","10,061.84",1
13,13,LI,6318,21106,"2,018.56","10,065.19",1
14,14,LV,6162,17647,"1,643.70","10,070.02",1
16,16,RI,6490,18420,"2,070.32","10,083.59",1
1,1,TI,6201,18453,"1,947.04","10,093.02",1
15,15,RI,6840,17217,"1,639.56","10,093.86",1
25,25,TI,7035,19023,"1,917.46","10,114.14",1
14,14,RI,6852,15043,"1,553.59","10,126.22",1
26,26,TI,7147,17146,"1,574.76","10,162.03",1
1,1,BV,7149,16510,"1,694.75","10,197.05",1
15,15,TI,6864,17210,"1,702.70","10,204.00",1
3,3,BV,6706,15501,"1,481.91","10,204.28",1
40,40,LV,6064,17019,"2,202.26","10,259.85",1
4,4,LV,6883,21480,"2,392.69","10,268.55",1
27,27,RI,7322,19264,"1,628.88","10,272.29",1
27,27,BV,7110,19234,"1,621.37","10,295.69",1
4,4,LI,7176,14436,"1,346.89","10,306.74",1
37,37,TI,6733,16928,"1,825.29","10,321.29",1
15,15,TV,5201,33866,"3,340.59","10,324.54",1
14,14,BV,6972,16178,"1,577.67","10,350.62",1
38,38,TI,6439,20525,"2,073.09","10,379.73",1
39,39,BV,6710,17418,"1,526.76","10,389.49",1
3,3,TI,6470,20570,"2,410.41","10,415.24",1
39,39,LI,6497,35935,"2,589.10","10,434.67",1
26,25,LI,6629,17123,"1,936.40","10,435.20",
2,2,BV,7361,27748,"1,958.18","10,450.90",1
39,39,RI,7111,34409,"2,196.48","10,480.32",1
15,15,BV,6768,15619,"1,658.14","10,525.71",1
13,13,TI,6273,25238,"2,311.66","10,532.91",1
28,28,BV,6548,17534,"2,432.43","10,551.92",1
16,16,LV,6423,18674,"2,279.03","10,587.57",1
28,28,LI,6201,15975,"1,679.10","10,604.07",1
4,4,RV,6956,21343,"2,579.87","10,613.87",1
3,3,RI,6708,50622,"2,998.26","10,626.09",1
39,39,TI,6709,25827,"2,478.54","10,814.57",1
16,16,RV,6678,16836,"2,124.17","10,828.13",1
14,13,LI,6912,21778,"2,290.50","10,858.34",
13,13,BV,7190,20205,"2,047.36","10,886.18",1
16,16,LI,6781,17825,"1,978.67","10,918.62",1
40,40,BV,6176,17533,"2,099.57","10,921.92",1
40,40,LI,7487,30406,"2,187.35","10,955.61",1
2,1,LI,7638,20363,"2,242.90","11,171.81",
26,25,TV,7733,15285,"1,491.93","11,226.17",
27,28,BV,6987,18014,"2,266.31","11,297.46",
2,1,TI,5927,18080,"2,332.60","11,318.23",
38,37,LI,7198,22568,"2,733.41","11,367.28",
15,16,RV,6787,21593,"2,213.12","11,396.30",
39,40,BV,6713,21052,"2,181.28","11,425.35",
38,37,TV,8066,16934,"1,603.23","11,437.98",
16,16,BV,7491,21107,"2,275.77","11,465.96",1
14,13,TV,6197,18709,"2,160.55","11,608.72",
26,25,TI,8183,19948,"2,460.09","11,667.80",
14,13,TI,7779,21972,"2,850.94","11,668.46",
28,27,TV,8191,36257,"2,169.08","11,701.16",
39,40,TV,7686,18486,"1,952.43","11,817.47",
4,4,BV,6979,23734,"2,577.17","11,902.59",1
14,13,LV,8029,17682,"1,929.90","12,032.12",
26,27,LI,6952,18342,"2,359.40","12,239.02",
2,1,TV,7429,25055,"2,501.27","12,313.82",
4,3,TV,8361,33382,"2,996.19","12,324.10",
26,25,RV,8720,17547,"1,667.46","12,343.07",
38,37,RV,7617,23484,"2,596.68","12,427.70",
40,39,TV,7664,27711,"2,855.52","12,467.56",
2,1,LV,8417,15893,"1,412.29","12,572.94",
38,37,TI,7535,19618,"2,651.33","12,575.51",
26,27,RV,8944,21149,"2,121.24","12,608.85",
38,37,LV,7241,25041,"2,612.18","12,622.16",
15,16,LV,8405,23358,"2,203.16","12,627.47",
15,13,BV,8335,17500,"1,720.92","12,645.91",
38,39,RV,7696,33823,"3,102.97","12,750.48",
3,4,RV,7925,22505,"2,328.10","12,774.13",
26,27,BI,8611,20470,"2,291.31","12,911.31",
2,1,RV,9607,19827,"1,744.28","13,039.40",
14,13,BV,8173,21349,"2,213.08","13,073.31",
3,1,BV,8792,19095,"1,902.88","13,091.73",
2,1,BV,8732,18945,"1,848.15","13,118.02",
15,14,BV,8156,23633,"2,335.81","13,151.29",
26,25,BV,7868,18996,"1,921.29","13,195.13",
40,39,TI,7519,22057,"2,840.95","13,332.53",
26,28,BV,8934,20547,"2,138.98","13,361.97",
4,3,TI,8282,22516,"2,319.32","13,457.99",
27,28,TV,8150,23113,"2,333.37","13,484.58",
2,3,BV,8621,21773,"2,073.31","13,490.87",
28,27,TI,9353,20146,"1,996.06","13,495.52",
4,3,LV,8987,21839,"1,869.17","13,496.29",
14,15,LI,7873,21320,"2,801.07","13,615.12",
37,40,BV,10154,19979,"1,771.93","13,670.48",
2,3,TI,7900,20696,"2,715.93","13,673.95",
38,40,BV,10195,21525,"1,719.58","13,684.74",
16,15,TI,8629,24650,"2,669.35","13,695.61",
1,3,BV,9837,21402,"2,076.41","13,704.82",
16,15,LI,7945,26177,"3,343.99","13,708.06",
38,37,BV,8675,21528,"2,032.94","13,716.17",
15,13,TV,9320,25050,"2,338.81","13,814.67",
4,3,LI,8412,20951,"2,195.43","13,878.42",
14,13,RV,9809,22727,"2,089.26","13,885.91",
3,2,BV,9106,25905,"2,175.09","13,888.64",
16,15,TV,7673,42676,"4,800.73","14,074.76",
13,14,BV,8809,24990,"2,563.81","14,182.13",
3,4,LV,9229,24234,"2,504.34","14,196.07",
26,27,BV,9811,21083,"1,914.14","14,200.07",
1,2,BV,9825,27718,"2,248.32","14,209.05",
16,13,TV,9635,25223,"2,129.48","14,216.84",
37,38,TV,10010,20691,"2,355.44","14,251.99",
16,14,TV,9295,37712,"3,642.18","14,337.30",
25,26,TV,9757,21666,"2,305.53","14,428.43",
25,26,BV,10124,19935,"1,928.66","14,442.20",
37,38,BV,10035,21466,"2,041.31","14,453.30",
39,37,RV,9602,22342,"2,483.34","14,480.65",
13,14,TV,8259,47289,"4,112.20","14,527.96",
25,27,RV,8780,25998,"2,913.22","14,536.71",
26,25,LV,8646,30364,"3,330.03","14,536.79",
37,38,LV,9442,25704,"2,594.13","14,725.91",
28,27,LI,8171,21920,"2,727.58","14,727.29",
2,1,RI,10625,20879,"1,855.03","14,748.76",
28,27,RV,9107,27182,"2,985.77","14,797.92",
2,3,BI,9378,35550,"2,544.81","14,801.47",
28,25,RV,9584,23088,"2,405.76","14,808.99",
4,1,TI,8170,20997,"2,475.47","14,826.52",
25,26,RV,10177,24384,"2,490.59","14,829.57",
13,15,BV,8658,23689,"2,757.02","14,838.24",
2,3,LI,8718,23287,"2,698.71","14,857.66",
2,3,RI,9636,40694,"2,969.47","14,863.72",
38,39,BI,9631,44186,"3,005.55","14,869.65",
4,1,BV,10062,22766,"2,362.49","14,887.27",
2,4,BV,9580,21062,"2,332.34","14,909.34",
14,15,BV,8967,22866,"2,835.04","14,917.71",
16,13,LI,9210,29510,"2,913.64","14,938.09",
40,39,LI,9767,33702,"2,570.62","14,957.14",
15,14,TV,9039,30265,"3,359.09","14,958.39",
26,27,TI,10682,20068,"1,896.52","15,110.24",
26,28,RV,7362,27878,"3,440.29","15,126.05",
38,39,TI,8680,24295,"3,058.05","15,170.09",
27,25,RV,8723,26608,"2,677.13","15,171.53",
37,39,RV,7988,30902,"3,370.30","15,244.13",
13,14,LV,9432,24411,"2,763.84","15,311.75",
26,25,BI,9870,21781,"2,083.61","15,315.52",
28,27,BV,10420,27349,"2,153.24","15,330.14",
39,38,RV,9915,28698,"3,273.21","15,361.79",
15,16,BV,10027,25026,"3,105.97","15,363.28",
26,27,RI,10489,21886,"2,194.18","15,429.69",
40,37,TI,8580,24607,"2,612.19","15,433.39",
28,25,TI,11076,20707,"2,080.94","15,485.16",
38,39,BV,11040,20276,"1,703.11","15,631.81",
28,25,LI,9430,22892,"2,454.67","15,655.51",
37,39,BV,9406,22307,"2,046.28","15,704.79",
14,15,RI,9902,23998,"2,252.66","15,747.30",
14,16,BV,9856,25855,"2,750.38","15,749.64",
3,4,BV,9220,23345,"2,439.50","15,780.90",
37,38,RV,9839,29637,"3,341.23","15,804.76",
1,4,BV,9158,22903,"2,800.01","15,811.50",
1,2,TV,10378,25348,"2,852.64","15,864.54",
25,28,BV,10266,25926,"2,564.10","15,899.77",
27,26,RV,10356,23909,"2,782.40","15,953.51",
4,1,LI,12040,22564,"2,172.14","15,972.51",
38,40,BI,11169,24047,"2,378.05","16,117.81",
16,15,LV,10854,28929,"3,418.63","16,133.73",
2,3,TV,9320,31330,"3,250.60","16,154.33",
4,1,TV,10120,29701,"2,625.88","16,173.62",
14,16,RV,10180,22775,"2,009.38","16,201.12",
14,15,RV,11533,20443,"1,782.68","16,231.08",
4,2,BV,11052,28890,"2,807.92","16,232.24",
38,39,LI,10009,25087,"3,091.03","16,250.78",
38,37,RI,10822,25233,"2,731.37","16,278.86",
15,13,LI,9950,27744,"2,876.99","16,316.11",
13,16,RV,11543,22907,"1,952.90","16,347.38",
40,39,BV,10144,22986,"2,322.17","16,368.89",
26,25,RI,11896,21834,"1,897.96","16,385.87",
14,15,BI,9454,26901,"3,381.94","16,401.94",
26,28,LI,8457,22780,"2,538.25","16,537.82",
38,39,LV,10017,45117,"5,186.20","16,572.96",
15,16,TV,9748,28108,"3,815.56","16,648.55",
26,28,RI,13142,21209,"1,698.87","16,659.83",
1,2,LV,10553,24661,"2,843.71","16,671.77",
1,2,RV,11608,26698,"2,469.84","16,701.60",
4,3,BV,11559,24954,"2,763.54","16,723.39",
16,14,BV,10772,29416,"2,996.03","16,758.35",
16,15,RV,11698,25741,"2,648.53","16,788.95",
4,3,RV,10591,26815,"2,481.16","16,792.18",
13,14,RV,10825,24759,"2,419.86","16,866.27",
39,40,LV,9069,33039,"3,937.74","16,868.16",
14,13,BI,11864,25715,"2,399.64","16,881.80",
28,26,RV,11636,36507,"3,373.58","16,941.35",
28,27,LV,10323,52350,"5,308.32","17,014.36",
14,16,RI,11167,27419,"2,456.75","17,047.09",
38,40,LV,11220,28437,"2,887.31","17,053.54",
27,25,LI,9944,25363,"2,728.04","17,061.17",
3,4,TV,10116,32886,"3,849.14","17,064.94",
28,27,BI,12357,23101,"1,778.00","17,082.97",
16,13,BV,9254,28240,"3,134.78","17,110.79",
38,39,RI,11357,39132,"3,239.75","17,167.32",
25,26,LV,11174,26156,"2,965.42","17,181.67",
26,1,LI,10000,25810,"3,274.50","17,249.05",
3,1,RI,11932,22533,"1,885.13","17,264.26",
4,2,TV,11527,23734,"2,718.26","17,303.90",
37,39,LV,9188,52541,"5,844.14","17,345.96",
2,4,BI,13175,25292,"2,247.02","17,385.80",
14,15,TV,8988,50582,"5,710.41","17,426.24",
25,27,BV,11794,23820,"2,272.56","17,458.12",
40,39,LV,10470,50746,"5,929.80","17,514.99",
25,27,BI,13298,30523,"2,309.07","17,516.24",
3,28,BV,13478,23234,"1,633.89","17,538.91",
16,15,BV,10184,28484,"3,499.23","17,546.56",
27,28,RV,9524,29186,"3,855.86","17,560.66",
15,40,BV,13302,23563,"2,019.38","17,603.85",
3,27,BV,9047,21505,"1,582.92","17,612.68",
14,13,RI,10368,26755,"2,466.81","17,621.45",
2,4,TV,10810,28801,"3,532.93","17,633.02",
1,3,TV,12252,26491,"2,421.03","17,636.61",
2,4,TI,7892,24926,"2,994.13","17,699.67",
39,38,LV,10498,31813,"4,421.32","17,705.75",
3,1,TI,9740,28574,"2,971.33","17,787.29",
14,16,TV,9369,29565,"3,670.25","17,800.76",
37,39,TI,9346,33524,"3,778.90","17,823.54",
39,38,BV,12509,25556,"2,293.20","17,836.05",
16,13,TI,12000,29218,"2,482.11","17,868.42",
40,39,RV,9593,33146,"3,627.02","17,868.52",
25,27,LI,10358,35139,"3,931.19","17,901.45",
27,26,BV,12341,24412,"2,249.47","17,902.04",
38,37,BI,11899,24777,"2,036.27","17,924.94",
1,3,LI,10029,29053,"3,540.41","17,927.45",
27,28,LV,9191,32798,"4,750.00","17,946.71",
39,37,LV,9173,32642,"4,655.18","17,954.26",
13,16,BV,10494,28494,"3,462.98","17,966.76",
40,39,RI,11732,31973,"2,463.77","17,974.51",
38,40,RV,9645,29864,"3,625.81","17,998.17",
26,1,BI,12869,27011,"2,601.68","18,040.49",
14,16,LI,10402,45544,"3,451.70","18,058.73",
1,3,TI,10198,31893,"3,361.91","18,062.16",
38,40,TI,12086,42845,"3,207.88","18,067.09",
26,13,LI,11893,28461,"3,054.69","18,074.82",
40,38,LV,12179,36840,"3,333.12","18,075.04",
13,15,RV,12777,25077,"2,247.94","18,086.33",
14,40,BV,12529,23609,"2,103.84","18,101.13",
15,39,BV,13664,23093,"1,543.45","18,139.18",
4,3,BI,12119,38133,"2,439.67","18,185.30",
25,27,TI,12460,27249,"3,041.30","18,227.14",
14,15,TI,10270,27730,"3,940.83","18,270.03",
2,4,RI,11721,24423,"2,044.59","18,298.07",
13,2,BV,13540,31527,"2,232.13","18,298.67",
40,37,LI,13296,26154,"2,200.10","18,308.47",
14,16,BI,12291,29014,"2,505.63","18,335.98",
40,37,LV,12179,32323,"2,891.63","18,355.15",
2,1,BI,13523,27601,"2,496.72","18,374.12",
2,25,LI,10208,32700,"4,257.80","18,380.73",
1,3,RI,11915,50876,"3,318.13","18,394.08",
13,15,TV,9042,51086,"6,753.42","18,396.04",
13,3,BV,14212,24145,"1,893.59","18,439.35",
39,37,BV,12986,27795,"2,480.32","18,451.56",
40,39,BI,13461,57982,"3,525.54","18,458.17",
4,3,RI,13755,48396,"2,657.13","18,492.53",
3,40,BV,12834,26374,"2,179.45","18,537.11",
16,15,BI,13000,25521,"2,545.16","18,538.67",
13,28,BV,13677,24758,"1,814.57","18,617.63",
39,37,TI,11151,25779,"3,158.21","18,650.93",
1,4,TV,11591,30886,"3,703.36","18,659.80",
27,25,BV,12028,27138,"2,310.52","18,668.18",
3,1,LI,12290,30394,"2,911.55","18,683.39",
14,28,BV,14921,24450,"1,793.56","18,773.40",
39,40,BI,11641,42330,"4,015.33","18,779.21",
15,28,BV,13163,28109,"2,099.97","18,788.76",
27,25,BI,12666,25289,"2,674.97","18,790.82",
15,16,RI,12784,41129,"3,730.46","18,863.00",
14,38,BV,14268,25444,"2,159.56","18,881.24",
40,37,RV,12571,32735,"3,393.88","18,896.64",
25,28,RV,9639,29566,"4,617.06","18,936.26",
26,28,TI,12559,27532,"2,981.77","18,948.80",
14,39,BV,14233,24013,"1,789.54","18,969.44",
38,25,LI,11256,34180,"4,065.21","18,978.63",
2,13,LI,12421,34092,"3,353.40","18,990.16",
39,37,RI,14216,28494,"2,493.55","19,005.62",
26,28,BI,13119,25772,"2,206.09","19,033.24",
14,37,BV,14207,23724,"1,846.18","19,126.20",
40,38,RV,11664,33361,"3,791.27","19,136.68",
26,3,LI,12181,29790,"3,967.87","19,156.18",
14,3,BV,14671,26661,"2,023.77","19,190.04",
13,1,BV,13835,26778,"2,195.43","19,196.70",
1,40,BV,14830,26398,"2,004.22","19,198.47",
15,2,BV,14606,27315,"2,085.93","19,236.94",
15,16,TI,12392,58129,"3,797.91","19,269.17",
15,13,BI,14524,27072,"1,678.78","19,321.29",
27,25,TI,13462,31141,"3,720.00","19,330.26",
39,40,RV,11506,34819,"4,030.61","19,336.22",
26,15,LI,13294,29052,"2,952.75","19,378.00",
2,27,LI,9494,32804,"4,785.69","19,388.18",
2,3,RV,14227,24304,"2,086.94","19,394.87",
3,39,BV,14383,24811,"2,100.61","19,415.02",
26,3,TI,9972,34002,"4,736.79","19,420.04",
38,13,LI,11187,32592,"3,811.11","19,521.83",
14,2,BV,14159,29173,"2,336.88","19,528.03",
2,27,BV,10071,26025,"2,167.64","19,540.70",
38,40,RI,13441,29447,"2,214.93","19,541.14",
28,27,RI,14316,26630,"2,147.08","19,594.36",
4,2,TI,13096,27716,"2,893.90","19,597.93",
15,3,BV,14920,24414,"1,912.44","19,619.24",
38,27,BI,13627,26280,"2,463.02","19,706.85",
37,39,LI,11319,35875,"4,265.01","19,741.94",
38,27,LI,12657,30416,"3,594.41","19,767.35",
2,4,LI,10713,29597,"3,592.54","19,779.75",
13,4,BV,14327,27153,"2,496.25","19,782.32",
27,28,TI,12473,31129,"3,073.08","19,824.16",
13,40,BV,14338,24832,"2,058.25","19,840.13",
26,39,BI,14109,36040,"2,662.74","19,854.18",
2,25,TI,11583,31912,"4,317.92","20,071.93",
15,27,BV,15688,26579,"1,719.57","20,072.12",
26,3,BI,12785,40568,"3,641.27","20,075.73",
3,38,BV,14976,27416,"2,278.76","20,087.65",
2,25,RI,14615,28729,"3,174.60","20,118.04",
2,4,RV,15124,27509,"2,283.48","20,124.72",
13,27,BV,15795,26961,"1,593.66","20,170.57",
15,13,TI,13094,32323,"3,571.79","20,178.85",
26,1,TI,10514,31432,"5,031.41","20,182.86",
14,1,TI,12195,31034,"4,066.04","20,201.62",
16,15,RI,13907,28046,"2,457.93","20,207.94",
4,40,BV,14433,33201,"2,788.83","20,211.71",
13,15,LI,11253,43849,"4,887.20","20,268.19",
15,1,BV,15476,30176,"2,173.49","20,290.56",
3,4,BI,13806,41081,"3,471.84","20,297.62",
4,39,BV,14937,26516,"1,974.07","20,307.28",
38,15,LI,10709,33105,"4,785.55","20,314.48",
3,37,BV,12886,28002,"2,608.81","20,395.09",
40,38,TI,13419,32019,"3,161.50","20,429.19",
26,3,RI,12933,34830,"3,859.25","20,487.00",
16,40,BV,15108,26818,"2,333.99","20,497.62",
28,13,LI,10709,34112,"3,868.10","20,513.03",
