TrainingSlot,ValidationSlot,Sensor,Min,Max,Std,Avg,
27,39,RI,26096,54011,"5,504.29","42,007.50",
38,3,LV,31882,53349,"4,069.05","42,073.09",
15,39,LI,23602,60994,"9,438.96","42,083.24",
37,26,LV,27391,55268,"5,390.81","42,095.96",
14,39,RV,21000,83925,"12,653.23","42,146.12",
1,16,RI,24763,67016,"8,511.68","42,159.05",
1,38,RV,24091,100527,"11,254.94","42,207.34",
2,16,TI,26960,75331,"6,025.57","42,207.49",
37,4,BI,26712,56270,"5,804.19","42,214.74",
38,1,TV,27892,64836,"6,521.71","42,269.59",
3,14,RV,34310,49860,"2,558.27","42,297.08",
37,26,LI,24849,70648,"9,454.16","42,297.08",
40,28,TI,25738,60383,"6,216.89","42,319.00",
40,26,LI,24913,61200,"7,918.61","42,328.41",
37,27,LV,29567,54348,"4,978.99","42,367.87",
26,16,TV,30221,54316,"4,167.44","42,385.88",
1,14,RV,35224,50564,"2,899.79","42,391.35",
13,39,LI,23109,72802,"11,139.34","42,396.78",
26,16,BI,32252,51354,"3,576.35","42,397.00",
28,40,LI,27439,56463,"5,349.61","42,397.52",
4,28,RV,33975,54672,"4,141.16","42,424.52",
25,13,BI,27490,63137,"9,354.22","42,442.82",
16,38,LI,22761,70528,"8,563.29","42,455.14",
3,14,BI,21503,63794,"7,618.78","42,474.13",
3,16,RI,24793,65468,"8,585.02","42,490.17",
39,15,TI,24435,63677,"8,245.45","42,534.79",
39,27,TV,34146,53862,"3,457.81","42,564.73",
3,16,TV,30202,56927,"5,257.28","42,566.74",
15,40,TI,25081,62086,"6,866.36","42,575.10",
28,13,RV,33991,52700,"3,316.64","42,640.54",
1,28,TV,31854,51901,"3,929.62","42,671.52",
1,15,RV,36232,52679,"2,508.57","42,677.05",
39,15,TV,30996,82402,"6,883.81","42,736.42",
28,13,BV,27464,79302,"8,991.35","42,776.80",
26,40,LV,25710,57881,"7,047.66","42,780.60",
15,3,LI,24911,64529,"8,639.24","42,788.04",
28,39,RI,26798,56321,"7,015.64","42,796.70",
39,14,TV,34031,82255,"5,714.39","42,820.90",
37,26,TV,34100,53838,"3,994.17","42,833.01",
39,25,TI,26662,59819,"7,053.08","42,849.06",
15,26,BI,21729,58694,"6,784.13","42,863.56",
27,37,LV,25747,61358,"6,682.18","42,882.78",
25,40,BI,26275,66458,"7,789.18","42,893.07",
37,2,LV,28435,52917,"4,160.52","42,903.56",
4,39,RI,29040,54162,"5,981.83","42,924.15",
15,39,RI,25696,58176,"7,210.01","42,924.81",
13,38,TI,25616,67058,"8,311.71","42,940.24",
27,38,LV,29266,58417,"5,958.41","42,944.18",
4,15,LV,32766,51849,"3,573.78","42,951.08",
13,40,TV,33354,50333,"3,429.82","43,000.75",
15,1,RV,36277,48724,"2,656.91","43,002.42",
27,38,RI,23145,62589,"7,713.13","43,028.78",
1,37,RI,27174,68914,"8,836.34","43,039.39",
37,16,LI,19060,61316,"9,193.32","43,053.94",
3,16,RV,32827,51199,"3,594.43","43,115.54",
28,13,TV,36170,57348,"3,339.75","43,120.38",
25,16,RI,28112,57516,"5,477.49","43,138.29",
3,15,BI,24671,62508,"6,397.73","43,166.39",
38,2,TV,30928,58397,"5,704.99","43,276.65",
37,27,TV,35204,52892,"3,598.25","43,320.91",
15,27,LI,23256,65517,"7,945.22","43,364.27",
3,14,TI,22625,69208,"8,306.75","43,394.53",
40,2,TV,31935,57484,"4,938.10","43,425.49",
3,14,LI,22466,66670,"8,785.99","43,448.02",
25,40,TI,22141,67125,"9,182.37","43,456.26",
16,2,LI,22999,58459,"5,951.16","43,495.08",
13,37,RI,21213,71759,"11,534.29","43,500.63",
26,40,RI,34054,54975,"3,249.69","43,508.32",
4,38,LI,23960,59603,"6,788.62","43,525.20",
25,39,RI,25151,58839,"6,840.54","43,531.37",
3,15,LV,33836,52563,"3,849.81","43,539.09",
16,38,RI,29498,57934,"6,514.92","43,567.68",
40,16,TI,26827,76625,"6,018.14","43,648.44",
25,4,TV,31298,62816,"5,453.07","43,660.42",
40,4,BI,28900,58379,"4,747.87","43,744.78",
13,26,RI,29307,61181,"5,669.12","43,749.82",
14,1,LV,32326,53378,"3,618.60","43,792.41",
37,15,TV,31237,73735,"6,990.38","43,799.57",
27,40,RV,21732,81428,"12,710.00","43,905.38",
40,4,RI,30382,51884,"4,320.95","43,966.03",
14,27,LV,30746,67513,"5,760.86","43,981.73",
3,38,RV,25718,111484,"13,200.24","44,108.22",
28,14,TI,22922,61415,"7,618.68","44,172.90",
40,2,TI,26868,63930,"7,644.44","44,173.82",
15,38,RI,29736,64123,"7,321.39","44,178.55",
28,15,TV,34748,67357,"5,571.81","44,221.42",
2,40,RV,23191,96219,"16,138.12","44,253.18",
4,14,LV,34547,58167,"4,967.42","44,308.48",
25,13,TV,33100,58034,"4,792.85","44,353.51",
25,1,LV,34120,55128,"4,035.79","44,370.33",
4,38,RI,29455,59632,"6,650.20","44,372.97",
37,2,TI,27952,70087,"8,397.26","44,423.41",
28,16,BV,24939,90788,"9,943.08","44,428.04",
39,13,BI,28972,61102,"8,638.27","44,443.09",
37,28,RI,26748,63956,"8,626.77","44,481.61",
28,14,BV,27665,71530,"9,150.50","44,499.33",
16,26,TI,27438,70205,"8,734.37","44,549.03",
39,3,TV,29278,76168,"6,061.04","44,561.77",
39,28,BI,28108,62144,"7,618.86","44,605.53",
40,28,LV,28805,65001,"7,338.97","44,650.34",
13,2,TI,28276,69336,"8,252.80","44,715.10",
37,2,LI,19301,67261,"9,854.74","44,716.31",
28,13,LV,32423,58113,"4,807.68","44,723.02",
16,28,RI,29775,56721,"4,913.20","44,725.71",
40,1,RV,37644,52643,"3,141.52","44,778.97",
2,14,BI,23137,64900,"8,731.92","44,817.58",
40,3,TV,27031,61877,"5,698.48","44,820.61",
1,28,LI,18049,68444,"10,268.57","44,905.94",
1,40,BI,29978,57726,"5,155.35","44,911.77",
40,2,LI,20538,67481,"8,454.65","44,986.20",
15,38,TI,28491,72205,"9,230.46","45,021.33",
28,4,TV,28996,60849,"6,341.81","45,100.38",
15,13,LV,28765,59712,"6,504.74","45,131.29",
3,14,LV,36744,60785,"4,880.21","45,199.78",
27,1,TV,33971,64067,"4,612.58","45,213.16",
39,15,BI,26647,63173,"7,558.32","45,214.50",
27,39,RV,21767,88556,"14,441.74","45,216.05",
15,28,RI,20941,61707,"8,088.39","45,226.24",
15,40,RV,23896,86702,"14,417.63","45,370.00",
13,28,LI,27448,59097,"5,982.66","45,389.73",
16,4,LI,30437,57033,"5,803.48","45,396.91",
14,3,LV,36762,55502,"3,390.11","45,405.13",
4,14,BI,26941,68500,"7,832.76","45,414.60",
4,16,LV,36349,53945,"3,584.32","45,450.96",
39,14,LI,23456,72556,"10,266.07","45,474.54",
3,39,RI,26808,63652,"7,951.13","45,528.52",
28,14,TV,36853,67651,"4,685.00","45,569.76",
1,13,LV,36133,54125,"3,671.94","45,646.41",
25,38,LI,21102,71460,"9,685.09","45,706.91",
3,40,BI,27914,64769,"7,946.73","45,711.36",
39,3,TI,24196,69186,"8,826.19","45,812.29",
37,14,TV,35243,79453,"5,241.47","45,820.18",
27,3,TV,31562,63496,"5,781.44","45,821.96",
3,16,LV,36013,55238,"3,111.78","45,827.10",
37,3,TV,27892,64690,"6,248.85","45,833.19",
13,40,RV,23727,98973,"16,218.55","45,894.96",
2,39,RV,21883,97905,"15,426.79","45,902.75",
40,27,TV,36388,55238,"3,647.80","45,903.62",
1,14,TI,19931,67544,"9,411.98","45,904.83",
3,38,RI,23570,68941,"8,610.99","45,934.40",
28,38,RV,27661,95904,"10,383.72","45,963.84",
13,3,LV,38283,57324,"3,507.98","46,011.31",
16,25,RV,38533,56217,"3,519.87","46,061.32",
28,37,LV,35751,59062,"4,322.04","46,092.09",
1,16,LI,23641,70198,"8,245.01","46,176.81",
27,39,LV,28636,97896,"9,324.51","46,259.67",
14,25,LV,32898,72211,"4,990.36","46,321.11",
1,15,BI,28084,62059,"6,747.33","46,350.62",
25,38,RI,25061,68702,"8,909.26","46,368.54",
37,28,TV,36307,57196,"3,403.58","46,406.32",
39,4,BI,23957,73367,"9,155.02","46,415.58",
38,4,TV,30830,64569,"7,118.93","46,456.30",
3,13,RV,36756,53999,"3,264.97","46,464.44",
27,4,LV,33804,59680,"4,335.08","46,583.71",
25,14,TV,36230,77723,"4,876.90","46,603.08",
14,26,LV,36854,56301,"3,607.36","46,605.14",
1,38,LI,22719,67531,"8,749.84","46,608.95",
1,13,RV,38387,53882,"3,130.62","46,621.58",
28,1,LV,34569,56688,"4,456.36","46,665.40",
39,1,TV,31940,77460,"6,415.44","46,758.72",
14,2,LV,37523,62567,"4,133.04","46,780.33",
37,3,LV,35427,56006,"4,552.87","46,981.47",
25,14,TI,21825,70809,"9,358.91","47,013.83",
1,16,RV,36810,54810,"3,415.17","47,046.92",
39,14,BI,25519,68318,"8,524.71","47,091.71",
27,14,BI,27177,67097,"7,869.89","47,104.45",
39,16,TV,33342,59151,"5,014.06","47,139.22",
13,4,TI,25423,66236,"8,018.60","47,194.67",
27,15,BI,27268,63988,"7,796.06","47,210.79",
39,28,RI,26854,70394,"10,414.52","47,302.38",
2,27,LV,25567,66839,"6,752.81","47,344.25",
15,26,TI,27802,72685,"9,815.55","47,346.64",
16,26,LI,32119,67866,"7,314.11","47,363.89",
13,1,LV,40392,56521,"3,160.93","47,475.07",
27,40,TI,25752,65374,"8,947.61","47,498.42",
39,2,TV,35593,62741,"5,077.89","47,511.47",
1,15,LV,37673,57093,"4,255.19","47,527.74",
27,14,TI,23094,71555,"8,995.99","47,573.75",
25,2,LV,34626,62120,"4,824.59","47,607.09",
28,39,LV,29933,95940,"8,154.03","47,615.89",
28,14,LV,32287,60217,"5,376.16","47,668.60",
15,39,RV,19642,89941,"15,815.77","47,673.97",
16,37,LV,35035,79668,"5,741.55","47,684.90",
39,28,LV,27754,68494,"7,665.66","47,697.98",
27,2,TV,35904,63053,"4,888.55","47,722.33",
39,16,LI,25180,62845,"6,612.36","47,744.15",
16,26,RV,40758,63654,"3,564.37","47,786.71",
40,16,BI,36350,59330,"4,791.89","47,798.59",
16,40,RI,37504,59172,"4,417.77","47,944.49",
1,38,RI,22705,75969,"9,740.31","48,022.65",
25,16,TV,33404,63841,"5,587.09","48,036.70",
37,1,TV,34123,64184,"5,709.61","48,048.82",
37,28,LI,23480,73186,"8,659.83","48,056.68",
38,16,TV,34291,65366,"5,723.99","48,095.79",
1,16,LV,37418,59566,"3,955.70","48,097.33",
27,38,LI,22577,73232,"9,946.90","48,106.41",
37,28,BI,32759,60021,"5,459.91","48,260.94",
13,39,RV,21691,98871,"17,423.11","48,281.51",
2,26,LV,36884,59609,"4,993.14","48,306.93",
40,3,LV,39957,59775,"3,840.51","48,395.03",
28,40,RV,26643,95732,"14,186.38","48,494.26",
28,2,LV,35955,63067,"4,681.09","48,513.36",
16,40,LI,27428,72786,"7,900.13","48,574.98",
1,14,BI,25728,70853,"9,800.57","48,587.46",
13,4,BI,27194,74539,"10,066.20","48,599.13",
16,28,BI,27961,62371,"6,470.38","48,617.39",
2,40,LI,26860,66641,"7,558.75","48,660.41",
1,39,RI,30585,64445,"7,490.56","48,699.27",
28,38,RI,26713,71483,"9,390.22","48,710.18",
13,2,LI,26829,78235,"7,798.63","48,741.36",
4,15,RV,39953,54633,"2,632.24","48,757.21",
37,28,LV,21131,65869,"7,638.52","48,797.43",
13,28,RI,29401,64508,"7,243.90","48,885.85",
1,39,RV,27072,97205,"14,208.86","48,980.87",
2,40,RI,33903,58693,"4,680.64","49,052.50",
13,26,TI,22899,78038,"10,758.17","49,102.93",
28,38,LV,30704,68790,"5,568.67","49,127.90",
39,2,LI,24058,77324,"10,094.60","49,131.81",
25,15,BI,29363,64460,"6,900.20","49,172.78",
37,15,LV,35348,57056,"4,620.44","49,198.42",
39,14,TI,28336,73318,"8,737.48","49,206.50",
15,2,LI,22861,73889,"8,172.50","49,360.59",
27,40,LV,30230,68979,"8,326.97","49,376.15",
16,27,RV,39134,59522,"4,082.73","49,390.78",
14,4,LV,35347,60530,"5,088.32","49,454.26",
37,15,BI,25155,70329,"10,258.46","49,507.49",
38,4,LV,35276,60441,"5,920.27","49,607.71",
37,14,TI,27149,79873,"10,202.24","49,609.34",
16,28,RV,38809,62359,"4,242.04","49,686.58",
37,4,RI,33152,67975,"8,558.44","49,938.23",
25,14,BI,25750,79131,"10,206.23","49,980.51",
15,2,TI,24581,79635,"10,070.92","50,160.13",
4,14,RV,42744,57324,"3,140.78","50,172.17",
1,40,RV,30714,95820,"15,003.56","50,208.15",
28,15,BV,26771,73301,"10,315.97","50,212.41",
27,40,RI,33046,70932,"6,868.90","50,216.48",
13,4,RI,31205,67533,"6,774.43","50,241.96",
16,39,LV,37293,88325,"7,462.01","50,242.83",
13,4,LI,34380,65668,"6,633.81","50,247.32",
28,16,TV,37513,67790,"5,446.31","50,265.59",
2,16,BI,39186,65965,"4,051.03","50,285.89",
16,38,LV,38879,90052,"5,772.22","50,375.42",
1,14,LV,42762,63148,"4,342.74","50,381.15",
39,28,TV,38398,59147,"4,066.08","50,573.42",
2,28,LV,28820,67759,"8,311.50","50,578.55",
4,16,RV,41588,58041,"3,052.28","50,621.75",
14,37,LV,41408,65432,"4,638.13","50,709.29",
15,40,RI,37949,67403,"4,020.43","50,813.31",
13,2,LV,42487,62128,"3,769.84","50,856.03",
2,25,LV,33088,73525,"6,828.55","50,860.96",
16,4,TI,23735,74236,"10,564.18","50,923.33",
3,40,RV,28886,99319,"16,581.93","50,985.25",
1,16,TI,33014,101076,"8,106.32","51,048.07",
3,16,LI,25463,72680,"9,746.62","51,066.93",
3,16,TI,28686,87063,"8,928.26","51,099.82",
3,38,LI,25615,71573,"9,160.31","51,125.04",
15,14,LV,32320,66695,"7,591.59","51,138.51",
2,37,LV,39603,64544,"4,542.36","51,159.82",
27,4,TV,37926,69585,"6,744.79","51,319.18",
15,28,BI,27082,66773,"6,157.08","51,414.70",
37,26,TI,23956,82001,"10,468.25","51,509.97",
37,16,TI,34716,91275,"6,901.69","51,563.77",
39,26,LI,25520,81049,"10,503.88","51,578.55",
16,37,RV,35694,100969,"13,736.36","51,602.50",
37,2,TV,39031,72494,"6,153.16","51,640.00",
28,39,RV,26768,103028,"16,083.58","51,711.60",
37,28,TI,33245,72561,"7,473.72","51,735.64",
2,39,LV,37709,77641,"6,150.12","51,779.75",
39,16,TI,33557,101524,"8,003.33","51,856.24",
13,4,LV,37027,64825,"5,429.70","51,869.78",
14,39,LV,39287,85701,"5,920.14","52,038.20",
37,4,LV,37578,61793,"4,481.04","52,127.64",
2,38,LV,39065,62407,"4,603.30","52,145.66",
14,28,LV,33523,71815,"6,368.62","52,312.62",
40,15,LV,38969,66626,"6,315.29","52,352.50",
37,16,LV,39954,61471,"4,689.39","52,436.95",
37,4,LI,25500,69885,"9,123.87","52,452.44",
28,16,BI,37964,65608,"4,634.18","52,481.02",
40,28,LI,25774,76078,"10,719.95","52,493.25",
3,39,RV,24134,113743,"18,400.88","52,570.59",
13,39,RI,28700,80565,"10,990.18","52,609.96",
25,40,LI,31977,75544,"8,594.31","52,672.18",
4,40,LI,31625,71136,"7,726.57","52,680.12",
15,26,LI,34276,91806,"11,107.29","52,680.72",
40,28,TV,40445,61363,"4,108.55","52,746.22",
4,13,RV,47283,59863,"2,750.15","52,765.50",
1,27,LV,29510,73777,"6,558.04","52,928.22",
28,16,TI,32915,77001,"7,342.15","52,965.32",
39,26,TI,30554,74280,"8,652.32","53,016.53",
37,14,BI,27906,92322,"11,800.66","53,134.00",
4,25,LV,37208,74150,"6,035.50","53,393.29",
28,40,LV,31062,71239,"7,428.98","53,448.30",
13,28,BI,28667,75851,"9,669.58","53,468.50",
1,39,LV,34411,82500,"8,564.46","53,574.02",
1,26,LV,43565,64148,"3,883.10","53,716.47",
3,16,BI,34570,80242,"10,411.22","53,749.85",
4,26,LV,36668,69993,"5,994.17","53,770.33",
25,3,LV,43891,68272,"4,496.41","53,812.49",
37,4,TV,36104,73558,"7,861.51","53,937.81",
15,38,LI,27985,85743,"10,251.74","54,098.89",
15,28,LI,34361,89310,"8,965.63","54,134.67",
25,16,TI,30959,79289,"8,823.02","54,247.92",
40,16,LV,36275,66246,"6,828.39","54,264.61",
39,4,TV,33880,73425,"7,843.36","54,370.30",
16,4,RV,46305,62546,"3,113.99","54,406.92",
14,38,LV,43557,70927,"5,072.30","54,460.72",
27,40,LI,32281,77472,"9,091.70","54,704.13",
15,37,LV,37434,73059,"6,559.55","54,727.53",
37,16,TV,37347,75696,"6,216.71","54,972.37",
13,38,RI,27699,81560,"12,866.37","54,984.67",
13,28,TI,28622,71644,"8,934.28","55,020.23",
27,15,TV,38050,78070,"8,324.63","55,105.20",
39,16,BI,42547,67581,"4,506.72","55,128.08",
16,2,RV,49956,64226,"2,605.23","55,135.67",
27,14,TV,38411,79836,"6,411.23","55,181.95",
40,4,TV,34701,77015,"8,352.27","55,262.77",
16,3,RV,49458,60351,"2,060.18","55,358.23",
16,25,LV,36706,76113,"7,417.07","55,646.91",
27,13,TV,39993,73368,"6,371.01","55,703.32",
1,40,LI,25700,74146,"9,437.88","55,842.96",
1,25,LV,39270,73123,"5,333.82","56,030.44",
16,38,RV,33722,135233,"15,678.89","56,063.12",
40,4,LV,38217,73428,"6,952.96","56,107.71",
4,27,LV,11882,78340,"7,443.64","56,408.03",
39,2,TI,31415,109920,"13,208.87","56,520.96",
15,4,LI,34644,76300,"8,867.43","56,548.24",
15,38,LV,43508,82674,"5,043.38","56,823.79",
13,26,LI,34846,83672,"10,727.51","56,827.24",
13,27,LV,36995,79133,"8,972.47","56,833.22",
16,1,LV,42533,70327,"4,939.20","56,939.94",
4,16,BI,42186,65980,"4,765.88","56,972.69",
39,4,RI,29863,76609,"11,566.74","57,036.95",
13,39,LV,45496,77200,"5,481.84","57,299.85",
16,26,LV,36419,86891,"7,032.32","57,328.38",
39,28,TI,34110,76730,"8,741.64","57,485.77",
13,37,LV,48468,72942,"4,033.84","57,521.22",
14,40,LV,37197,74650,"6,401.63","57,525.23",
16,28,TI,31216,70817,"8,681.16","57,637.50",
16,1,RV,51782,66999,"2,797.31","57,672.77",
15,39,LV,39575,94178,"7,045.74","57,679.53",
4,37,RV,34029,101483,"12,102.74","57,928.49",
15,28,TI,30495,88057,"9,414.86","58,050.01",
16,40,RV,33029,125835,"20,951.32","58,097.46",
28,3,LV,47506,68476,"4,726.83","58,161.39",
40,4,LI,30567,74413,"9,161.91","58,474.68",
13,25,LV,42754,74652,"6,884.43","59,119.29",
16,40,LV,40048,79927,"7,326.46","59,234.85",
15,40,LI,31422,80199,"9,231.03","59,251.25",
3,26,LV,45658,78896,"5,786.55","59,278.39",
4,40,RI,41183,70845,"5,738.35","59,636.53",
1,40,RI,42433,78934,"7,728.93","59,663.97",
3,25,LV,43105,78201,"6,204.27","59,729.17",
4,39,LV,44359,88897,"6,395.80","59,735.55",
2,40,LV,37897,76512,"8,010.66","59,846.32",
1,28,LV,39211,76851,"7,424.11","59,860.00",
28,40,RI,44889,72340,"6,094.81","60,072.85",
4,37,LV,49501,75279,"4,783.10","60,112.94",
39,4,TI,32162,108013,"14,326.89","60,117.13",
15,27,LV,39985,88108,"7,510.71","60,122.13",
15,1,LV,46984,71511,"5,393.15","60,189.31",
13,26,LV,47320,78507,"6,282.89","60,496.41",
27,16,TI,32035,91063,"9,746.06","60,640.56",
27,16,TV,43036,87086,"8,321.82","61,355.48",
4,38,RV,38776,140773,"12,692.46","61,368.04",
25,4,LV,41955,74114,"6,172.63","61,419.89",
13,28,LV,39585,83985,"9,939.51","61,450.06",
16,2,LV,45360,76118,"5,494.78","61,856.63",
13,38,LV,50298,80099,"4,794.53","61,951.27",
15,4,TI,25076,100064,"15,210.25","62,293.87",
27,16,BI,41201,82715,"8,071.10","62,319.52",
39,4,LI,29433,81919,"9,375.97","62,494.98",
1,37,LV,48618,80610,"5,728.08","62,829.67",
13,38,LI,29728,102202,"13,434.04","62,855.00",
25,16,BI,44980,85654,"8,381.67","63,339.40",
3,40,RI,38045,85536,"10,434.44","63,363.59",
15,26,LV,43163,85937,"7,024.56","63,426.44",
1,40,LV,39907,84608,"10,725.35","63,587.23",
37,16,BI,49152,84492,"5,904.23","63,670.17",
3,27,LV,10993,83459,"8,620.14","63,849.56",
4,38,LV,50910,81313,"5,714.34","63,886.56",
1,38,LV,46754,78990,"7,117.78","64,542.43",
16,27,LV,45830,89008,"7,713.64","64,862.98",
28,4,LV,46703,75793,"6,106.26","65,066.68",
25,40,RI,42933,80862,"7,718.70","65,381.21",
4,40,RV,44944,120583,"15,954.29","65,561.66",
15,25,LV,43403,90809,"8,540.01","65,697.57",
4,28,LV,34652,84827,"9,862.68","65,913.01",
13,40,LI,36962,95931,"9,733.25","65,941.11",
3,40,LI,32392,91777,"11,408.78","66,343.97",
16,39,RV,33647,145539,"21,918.34","66,666.22",
39,28,LI,29305,93562,"12,838.10","66,759.16",
13,40,LV,44198,89237,"8,208.46","67,097.04",
13,40,RI,44255,85874,"6,711.24","67,788.55",
3,39,LV,50346,90089,"9,415.46","68,514.47",
4,39,RV,41999,134954,"16,835.81","68,551.40",
3,38,LV,51678,86891,"8,182.75","69,118.03",
15,2,LV,51782,82626,"6,529.42","70,179.93",
15,28,LV,36467,94043,"10,645.16","70,204.80",
3,37,LV,56045,89153,"7,074.42","71,448.29",
1,16,BI,46663,86045,"7,981.36","72,019.46",
15,40,LV,46826,88974,"9,016.17","72,081.43",
16,3,LV,60524,84675,"5,703.95","72,539.48",
3,28,LV,44359,94493,"10,683.03","72,674.51",
3,40,LV,44904,100796,"12,391.31","74,963.00",
4,40,LV,47586,96374,"9,733.20","75,101.71",
16,28,LV,36658,100503,"11,773.90","75,699.00",
15,3,LV,55690,96120,"8,679.45","77,659.73",
16,4,LV,60133,93534,"7,072.55","82,159.44",
15,4,LV,62061,108801,"8,911.28","89,981.57",